project_id,project_name,start_date,end_date,project_manager,team_members,status,budget,expenditure,client
P0827,Data Warehouse,12/5/2023 0:00,9/27/2023 0:00,Alice,"Frank, Bob, Charlie",Completed,386590,836476,Client E
P0828,IoT Automation,5/22/2022 0:00,5/20/2022 0:00,David,"Eve, Frank, Bob",Completed,865304,441957,Client C
P0846,Cloud Migration,7/18/2023 0:00,11/5/2024 0:00,Eve,Eve,Cancelled,803619,371657,Client C
P0854,IoT Automation,5/20/2022 0:00,3/28/2023 0:00,Charlie,Charlie,Cancelled,783517,61591,Client E
P0856,IoT Automation,8/19/2023 0:00,1/19/2024 0:00,Eve,Eve,Completed,114428,447916,Client A
P0857,Data Warehouse,2/9/2024 0:00,8/11/2023 0:00,Eve,Bob,Completed,457938,186323,Client D
P0859,App Development,4/11/2022 0:00,9/2/2023 0:00,Bob,"Alice, David",Active,779438,531693,Client E
P0861,Cloud Migration,7/10/2022 0:00,5/11/2022 0:00,Frank,"Eve, Alice, David",Completed,531097,708229,Client A
P0862,Cloud Migration,11/20/2023 0:00,10/13/2022 0:00,Charlie,Charlie,Completed,644070,650500,Client B
P0864,App Development,3/9/2023 0:00,4/24/2022 0:00,Eve,"Frank, Eve, Alice",Completed,999422,282073,Client D
P0865,Data Warehouse,10/13/2022 0:00,10/31/2024 0:00,Frank,Frank,Cancelled,316826,149875,Client B
P0867,Blockchain Integration,4/9/2024 0:00,4/17/2024 0:00,David,Eve,Completed,999797,83500,Client A
P0870,Cloud Migration,5/29/2023 0:00,1/23/2023 0:00,Alice,"Frank, Bob",Completed,364357,98648,Client E
P0872,Cloud Migration,6/30/2023 0:00,3/3/2024 0:00,Alice,"Charlie, Bob",Cancelled,164387,617294,Client E
P0878,AI Software,7/20/2024 0:00,9/20/2023 0:00,Alice,Alice,Cancelled,285660,280628,Client D
P0889,IoT Automation,1/6/2024 0:00,2/26/2023 0:00,Bob,"Alice, Charlie",Active,609505,464440,Client A
P0895,AI Software,12/2/2022 0:00,6/3/2023 0:00,Charlie,Charlie,Cancelled,641569,529800,Client A
P0897,IoT Automation,1/2/2024 0:00,1/22/2024 0:00,David,Bob,Active,166026,318261,Client C
P0900,App Development,6/6/2022 0:00,4/9/2022 0:00,David,"David, Charlie",Completed,356161,51150,Client D
P0901,Blockchain Integration,7/2/2024 0:00,3/24/2024 0:00,Eve,David,Cancelled,800917,170098,Client A
P0908,AI Software,8/30/2022 0:00,11/10/2022 0:00,Eve,David,Active,907074,687528,Client C
P0909,AI Software,9/4/2023 0:00,5/8/2022 0:00,David,David,Completed,695539,229219,Client B
P0912,Cloud Migration,9/6/2023 0:00,8/2/2023 0:00,Bob,David,Active,855898,597622,Client A
P0914,Blockchain Integration,3/17/2023 0:00,6/8/2022 0:00,Frank,"David, Alice",Cancelled,385151,769737,Client C
P0916,IoT Automation,4/4/2024 0:00,8/22/2022 0:00,Bob,"Charlie, David",Active,982806,860342,Client B
P0918,Data Warehouse,4/3/2023 0:00,8/14/2024 0:00,Alice,Alice,Active,200757,439470,Client C
P0921,App Development,9/21/2023 0:00,1/10/2023 0:00,Alice,"Alice, David, Bob",Active,999464,378149,Client A
P0922,Data Warehouse,5/23/2023 0:00,12/19/2023 0:00,Frank,"Charlie, Frank",Cancelled,594281,536277,Client E
P0923,Cloud Migration,7/17/2023 0:00,8/29/2023 0:00,David,Frank,Cancelled,658352,543297,Client C
P0924,IoT Automation,8/30/2022 0:00,2/19/2024 0:00,Frank,Frank,Completed,338632,774284,Client C
P0931,Data Warehouse,6/21/2024 0:00,9/15/2023 0:00,David,Eve,Completed,874494,276437,Client B
P0935,IoT Automation,10/4/2023 0:00,3/30/2022 0:00,Eve,"Frank, Charlie, Eve",Active,324954,552888,Client C
P0936,Blockchain Integration,7/30/2022 0:00,8/5/2024 0:00,Bob,"Frank, Alice",Active,201561,892746,Client A
P0942,Blockchain Integration,5/26/2024 0:00,6/2/2022 0:00,David,"Alice, Bob, David",Completed,198023,549931,Client D
P0943,Blockchain Integration,3/31/2024 0:00,2/27/2022 0:00,Charlie,Charlie,Completed,348207,106596,Client E
P0945,IoT Automation,5/18/2023 0:00,7/27/2024 0:00,Bob,Bob,Completed,929527,612723,Client E
P0946,Cloud Migration,9/5/2023 0:00,8/26/2023 0:00,David,"Frank, Alice, David",Completed,882675,289744,Client A
P0951,App Development,6/2/2024 0:00,4/9/2023 0:00,Frank,Frank,Active,106665,816658,Client E
P0953,AI Software,11/14/2023 0:00,1/4/2023 0:00,Frank,Frank,Cancelled,326868,834096,Client C
P0954,Blockchain Integration,7/20/2022 0:00,6/7/2023 0:00,Eve,Eve,Cancelled,446810,491933,Client A
P0955,Data Warehouse,6/23/2023 0:00,12/3/2022 0:00,Charlie,"Charlie, Eve, Frank",Cancelled,628168,427384,Client D
P0956,Blockchain Integration,5/8/2023 0:00,9/3/2023 0:00,David,"Eve, Charlie, Bob",Cancelled,703638,795055,Client A
P0957,Data Warehouse,7/11/2023 0:00,3/10/2024 0:00,Eve,"Charlie, Frank, Alice",Cancelled,547852,60703,Client B
P0958,Blockchain Integration,5/21/2024 0:00,1/10/2023 0:00,Eve,Eve,Completed,474236,821457,Client A
P0964,Data Warehouse,3/12/2022 0:00,6/21/2023 0:00,Frank,"Frank, David, Charlie",Completed,345597,186927,Client E
P0965,AI Software,2/1/2023 0:00,7/1/2022 0:00,Charlie,Charlie,Cancelled,868019,572219,Client A
P0978,Cloud Migration,4/24/2023 0:00,1/20/2023 0:00,Alice,Alice,Active,279699,423145,Client E
P0981,Blockchain Integration,3/24/2023 0:00,11/19/2024 0:00,Alice,"Eve, David",Active,213796,188432,Client B
P0984,Cloud Migration,7/8/2022 0:00,5/23/2022 0:00,Frank,"Eve, Alice, Frank",Active,213707,677273,Client A
P0990,App Development,8/21/2023 0:00,9/26/2022 0:00,Frank,"Alice, David, Bob",Cancelled,714067,216850,Client D
P0992,IoT Automation,12/10/2023 0:00,11/13/2023 0:00,Eve,"Charlie, Alice",Active,723136,873298,Client A
P0995,Blockchain Integration,10/9/2022 0:00,11/17/2024 0:00,Alice,David,Completed,740626,339308,Client D
P0998,AI Software,1/15/2023 0:00,6/4/2023 0:00,Alice,Charlie,Completed,869040,135102,Client E
P0999,Blockchain Integration,9/23/2024 0:00,8/3/2024 0:00,David,"Charlie, Frank, Alice",Completed,976214,262886,Client A
P1005,App Development,8/18/2022 0:00,5/11/2024 0:00,Charlie,Charlie,Cancelled,156405,462359,Client E
P1007,App Development,3/9/2023 0:00,4/13/2024 0:00,Charlie,"Bob, David, Eve",Completed,998813,92550,Client A
P1008,Cloud Migration,3/1/2024 0:00,9/11/2022 0:00,Charlie,"Eve, David, Bob",Cancelled,602605,784450,Client D
P1017,AI Software,1/25/2023 0:00,5/26/2023 0:00,Eve,Frank,Completed,679104,460534,Client E
P1019,IoT Automation,6/12/2022 0:00,7/15/2022 0:00,Alice,"David, Charlie, Alice",Cancelled,198080,857623,Client B
P1020,AI Software,9/27/2023 0:00,4/18/2022 0:00,Frank,"Eve, Alice, David",Completed,448206,285635,Client C
P1023,Blockchain Integration,11/23/2022 0:00,11/2/2022 0:00,Bob,Eve,Cancelled,978603,445238,Client E
P1025,IoT Automation,9/18/2024 0:00,3/16/2023 0:00,Alice,Frank,Cancelled,832719,227149,Client E
P1026,AI Software,3/14/2023 0:00,12/26/2023 0:00,Frank,"David, Frank",Active,643115,504914,Client D
P1027,Blockchain Integration,2/23/2022 0:00,10/23/2023 0:00,Charlie,"Frank, Alice",Active,563835,173177,Client C
P1029,Blockchain Integration,6/30/2024 0:00,10/1/2022 0:00,Eve,Eve,Completed,673284,318148,Client A
P1032,Blockchain Integration,7/27/2023 0:00,8/18/2022 0:00,David,"Charlie, Bob, David",Completed,389733,736341,Client A
P1035,Cloud Migration,5/18/2024 0:00,6/14/2023 0:00,Eve,"Alice, Bob, David",Cancelled,917939,589688,Client E
P1044,Data Warehouse,6/26/2023 0:00,2/25/2022 0:00,Bob,"Bob, Eve",Completed,203033,795763,Client A
P1047,AI Software,9/28/2022 0:00,7/24/2024 0:00,Eve,Eve,Completed,884829,281319,Client D
P1048,IoT Automation,10/7/2022 0:00,4/24/2023 0:00,Bob,"Alice, Charlie",Cancelled,127096,405294,Client B
P1049,Blockchain Integration,8/18/2024 0:00,4/15/2023 0:00,Eve,"Eve, Bob",Completed,470500,190486,Client A
P1051,IoT Automation,6/1/2024 0:00,10/16/2022 0:00,Bob,"Frank, Alice, Charlie",Cancelled,628503,245726,Client C
P1052,App Development,5/8/2023 0:00,5/23/2023 0:00,Frank,"Eve, Alice, Bob",Cancelled,889084,749096,Client A
P1055,Cloud Migration,11/23/2023 0:00,10/25/2024 0:00,Bob,Frank,Active,729510,262134,Client A
P1056,AI Software,12/12/2022 0:00,9/26/2024 0:00,Charlie,"Alice, Bob, Eve",Cancelled,666245,86421,Client A
P1057,App Development,6/19/2023 0:00,4/29/2024 0:00,Frank,Frank,Active,614996,302586,Client A
P1067,App Development,10/24/2023 0:00,10/24/2022 0:00,Bob,"Charlie, David",Active,357543,525562,Client E
P1068,IoT Automation,11/28/2022 0:00,4/4/2024 0:00,David,"Frank, Bob",Completed,767594,796697,Client A
P1069,App Development,8/22/2022 0:00,4/25/2023 0:00,David,"David, Alice, Charlie",Active,479025,886226,Client E
P1073,Cloud Migration,1/1/2023 0:00,4/16/2022 0:00,David,David,Active,256524,301583,Client E
P1077,Cloud Migration,2/4/2023 0:00,11/6/2024 0:00,Bob,"Frank, Alice",Cancelled,961487,577213,Client A
P1081,Cloud Migration,1/9/2024 0:00,5/1/2022 0:00,Alice,David,Cancelled,155613,235685,Client A
P1084,App Development,3/4/2024 0:00,10/25/2022 0:00,Alice,Eve,Active,582369,58304,Client A
P1085,AI Software,3/1/2022 0:00,9/17/2022 0:00,Alice,"Bob, Frank",Completed,924729,698361,Client D
P1086,Cloud Migration,12/21/2023 0:00,5/5/2024 0:00,Bob,Eve,Active,909884,371230,Client E
P1087,IoT Automation,8/23/2022 0:00,5/22/2024 0:00,Charlie,Charlie,Cancelled,767151,408288,Client B
P1091,AI Software,11/14/2022 0:00,10/30/2023 0:00,David,David,Active,149269,466363,Client B
P1093,Blockchain Integration,6/8/2023 0:00,2/23/2024 0:00,Eve,"Frank, David",Cancelled,654251,301164,Client E
P1102,Blockchain Integration,1/14/2024 0:00,1/12/2023 0:00,Eve,"Bob, David",Completed,296800,327633,Client C
P1104,App Development,6/18/2024 0:00,11/19/2023 0:00,Alice,"Frank, Alice, David",Completed,353993,881141,Client E
P1110,Cloud Migration,9/12/2023 0:00,10/3/2023 0:00,Eve,"Alice, Charlie, Eve",Completed,422433,280697,Client D
P1114,Cloud Migration,7/20/2022 0:00,4/10/2024 0:00,Eve,Eve,Cancelled,486144,769594,Client A
P1119,IoT Automation,10/20/2022 0:00,8/21/2023 0:00,Frank,Alice,Active,961968,625650,Client B
P1120,AI Software,8/1/2024 0:00,2/1/2023 0:00,Charlie,"David, Alice, Frank",Cancelled,762314,634037,Client B
P1122,Data Warehouse,3/19/2022 0:00,10/10/2024 0:00,Charlie,Frank,Cancelled,491816,739901,Client A
P1124,IoT Automation,12/19/2022 0:00,8/27/2022 0:00,Alice,"David, Alice, Bob",Completed,926968,580040,Client B
P1127,IoT Automation,6/18/2023 0:00,5/1/2022 0:00,Eve,Eve,Active,408106,761681,Client A
P1133,Data Warehouse,3/10/2022 0:00,8/27/2024 0:00,Frank,"Frank, Eve, Charlie",Active,954297,885329,Client E
P1135,Data Warehouse,11/8/2022 0:00,9/20/2022 0:00,Eve,"David, Alice, Frank",Active,866278,283375,Client C
P1136,AI Software,1/16/2024 0:00,11/12/2024 0:00,Bob,"David, Bob, Frank",Completed,353171,535280,Client C
P1137,Cloud Migration,6/2/2024 0:00,4/18/2024 0:00,Eve,Eve,Cancelled,625304,655347,Client E
P1138,App Development,7/1/2024 0:00,9/19/2022 0:00,Charlie,Charlie,Active,970753,765095,Client B
P1139,AI Software,1/29/2023 0:00,12/19/2022 0:00,Frank,"Alice, Eve, David",Completed,447656,247447,Client E
P1141,App Development,2/28/2023 0:00,7/25/2022 0:00,Bob,Alice,Completed,972156,114954,Client B
P1143,Cloud Migration,2/15/2024 0:00,9/1/2023 0:00,Eve,"Eve, Bob, Alice",Cancelled,139364,709868,Client B
P1151,Cloud Migration,8/28/2024 0:00,9/8/2024 0:00,Eve,Eve,Completed,843312,557348,Client C
P1152,AI Software,7/10/2024 0:00,3/31/2024 0:00,Alice,Alice,Active,863836,236836,Client D
P1154,Data Warehouse,11/17/2023 0:00,2/13/2023 0:00,David,Alice,Completed,194432,385322,Client A
P1157,Data Warehouse,7/10/2024 0:00,5/22/2023 0:00,Frank,David,Cancelled,925620,287721,Client D
P1159,IoT Automation,8/23/2022 0:00,9/16/2024 0:00,Bob,Bob,Active,308266,856605,Client E
P1163,IoT Automation,3/14/2022 0:00,8/3/2024 0:00,Eve,"Frank, Eve, Alice",Cancelled,438711,222468,Client E
P1164,App Development,5/12/2024 0:00,12/18/2022 0:00,Alice,"Charlie, David",Completed,141115,258099,Client C
P1171,App Development,6/20/2023 0:00,8/26/2022 0:00,Alice,Charlie,Completed,508253,711827,Client A
P1173,AI Software,3/30/2024 0:00,6/25/2024 0:00,Alice,"Frank, Charlie, David",Active,526977,184029,Client B
P1174,Blockchain Integration,9/7/2022 0:00,5/26/2022 0:00,Alice,"David, Eve",Completed,855274,695262,Client C
P1177,AI Software,1/2/2024 0:00,3/23/2022 0:00,David,"Charlie, Bob, Eve",Active,960198,208100,Client E
P1179,Blockchain Integration,8/21/2024 0:00,6/28/2024 0:00,Charlie,"Charlie, Frank, Alice",Completed,714560,287858,Client E
P1182,Data Warehouse,7/21/2024 0:00,5/19/2023 0:00,Alice,"Charlie, Eve, David",Completed,726206,51493,Client B
P1185,Data Warehouse,2/26/2024 0:00,11/7/2022 0:00,Charlie,"David, Bob",Completed,767768,869838,Client E
P1193,Cloud Migration,3/22/2022 0:00,7/1/2022 0:00,David,"Charlie, Eve, Alice",Completed,160759,457990,Client C
P1198,Blockchain Integration,4/23/2024 0:00,3/8/2024 0:00,Bob,Bob,Cancelled,665422,153463,Client C
P1203,App Development,9/10/2023 0:00,8/9/2024 0:00,David,"Alice, Eve",Completed,304163,635394,Client B
P1207,IoT Automation,3/6/2022 0:00,1/11/2024 0:00,Charlie,Charlie,Active,351807,748582,Client B
P1208,Data Warehouse,9/15/2022 0:00,6/16/2024 0:00,Bob,"Alice, Eve",Cancelled,451473,710882,Client C
P1209,App Development,5/11/2022 0:00,11/12/2023 0:00,David,"Eve, Alice",Active,180472,791816,Client D
P1213,Blockchain Integration,9/12/2024 0:00,10/24/2022 0:00,Eve,Eve,Active,644924,840365,Client A
P1214,Cloud Migration,10/11/2024 0:00,2/10/2024 0:00,David,"Frank, David",Completed,883438,202199,Client B
P1217,Data Warehouse,2/11/2023 0:00,8/4/2023 0:00,David,Charlie,Active,453885,219225,Client E
P1221,Cloud Migration,1/3/2024 0:00,8/28/2024 0:00,David,"Charlie, Bob",Cancelled,222172,211447,Client A
P1222,Cloud Migration,7/13/2023 0:00,6/24/2022 0:00,David,"David, Alice, Bob",Active,547234,752916,Client E
P1225,IoT Automation,5/3/2023 0:00,2/17/2023 0:00,Alice,"Eve, Bob, David",Active,158077,712003,Client A
P1233,IoT Automation,1/15/2024 0:00,5/13/2023 0:00,Eve,"Bob, David",Cancelled,323193,716298,Client A
P1237,Cloud Migration,11/17/2023 0:00,5/22/2022 0:00,Alice,"David, Eve",Cancelled,957103,607394,Client E
P1239,IoT Automation,10/3/2022 0:00,7/5/2024 0:00,Bob,Frank,Cancelled,699828,881502,Client B
P1242,AI Software,1/31/2024 0:00,11/9/2024 0:00,Alice,David,Completed,775441,380569,Client D
P1244,App Development,4/13/2024 0:00,3/2/2023 0:00,Frank,"Charlie, Frank",Completed,649969,859679,Client A
P1245,App Development,10/6/2024 0:00,10/6/2022 0:00,David,David,Cancelled,404507,638969,Client A
P1249,AI Software,12/23/2023 0:00,3/5/2022 0:00,Charlie,"David, Bob, Charlie",Active,569164,743211,Client B
P1253,IoT Automation,4/6/2024 0:00,3/27/2024 0:00,Eve,Bob,Active,654285,546528,Client A
P1256,IoT Automation,5/28/2022 0:00,6/8/2023 0:00,David,Eve,Completed,859019,879165,Client B
P1257,Blockchain Integration,1/5/2023 0:00,11/16/2023 0:00,David,"David, Frank",Cancelled,207452,429093,Client B
P1263,IoT Automation,11/20/2023 0:00,2/13/2024 0:00,Alice,"Bob, Frank, Charlie",Cancelled,399645,330670,Client A
P1267,Data Warehouse,7/15/2024 0:00,11/11/2023 0:00,Alice,"Alice, Bob",Cancelled,522424,647243,Client E
P1268,IoT Automation,4/14/2024 0:00,5/15/2022 0:00,Eve,Eve,Cancelled,840464,145760,Client C
P1274,Cloud Migration,10/14/2024 0:00,5/26/2022 0:00,David,David,Completed,896387,50553,Client B
P1275,App Development,1/27/2024 0:00,6/25/2023 0:00,Alice,"David, Frank",Completed,865206,69042,Client C
P1286,Cloud Migration,10/9/2024 0:00,7/18/2023 0:00,Bob,"Frank, Eve, David",Completed,930785,607821,Client D
P1287,AI Software,1/27/2024 0:00,3/26/2023 0:00,Bob,"Bob, Charlie, Eve",Cancelled,303896,525952,Client A
P1289,IoT Automation,10/18/2023 0:00,10/28/2024 0:00,Alice,"Charlie, Bob",Cancelled,979950,547619,Client E
P1297,Data Warehouse,5/10/2024 0:00,3/17/2023 0:00,Frank,Frank,Cancelled,262530,779235,Client C
P1298,AI Software,9/1/2023 0:00,2/6/2023 0:00,Frank,Frank,Cancelled,223434,606183,Client D
P1303,Blockchain Integration,4/25/2022 0:00,7/26/2023 0:00,David,Frank,Cancelled,859589,782203,Client E
P1304,Blockchain Integration,10/31/2022 0:00,5/29/2024 0:00,Frank,Frank,Completed,736203,262876,Client D
P1306,Cloud Migration,12/7/2023 0:00,8/29/2022 0:00,Bob,Frank,Completed,479376,450798,Client D
P1307,App Development,11/14/2022 0:00,9/26/2022 0:00,Alice,"David, Alice",Cancelled,645478,247526,Client D
P1309,Blockchain Integration,1/5/2023 0:00,2/23/2024 0:00,Alice,"Frank, Charlie",Completed,976579,810302,Client B
P1312,AI Software,12/23/2023 0:00,3/26/2023 0:00,Bob,Bob,Cancelled,795817,97899,Client A
P1318,Cloud Migration,6/19/2023 0:00,6/19/2024 0:00,,,Active,719196,528250,Client A
P1319,App Development,5/17/2024 0:00,5/22/2024 0:00,David,Bob,Active,670950,347892,Client E
P1320,Blockchain Integration,7/13/2023 0:00,3/1/2023 0:00,Eve,Eve,Active,555234,795502,Client D
P1322,Cloud Migration,2/8/2023 0:00,6/23/2023 0:00,Alice,"Charlie, Alice, David",Active,501010,638526,Client D
P1323,IoT Automation,10/4/2023 0:00,8/16/2024 0:00,Alice,"Alice, David, Eve",Active,461462,371042,Client C
P1325,Cloud Migration,11/2/2022 0:00,5/17/2023 0:00,Alice,"Alice, Charlie, Frank",Active,327155,570525,Client B
P1329,Cloud Migration,9/6/2022 0:00,6/8/2022 0:00,David,"Frank, Bob, Charlie",Completed,252795,261084,Client E
P1332,App Development,12/10/2022 0:00,7/15/2023 0:00,Frank,Eve,Active,886874,396686,Client E
P1335,Cloud Migration,9/1/2022 0:00,10/2/2022 0:00,David,Alice,Cancelled,256187,281306,Client C
P1336,Data Warehouse,2/10/2024 0:00,4/10/2023 0:00,Frank,"Bob, Frank",Cancelled,934963,89463,Client E
P1344,Data Warehouse,7/21/2023 0:00,9/3/2022 0:00,Frank,Alice,Completed,555342,448623,Client B
P1348,AI Software,8/2/2024 0:00,12/16/2022 0:00,Alice,David,Completed,900329,237953,Client D
P1349,Blockchain Integration,3/26/2022 0:00,9/28/2023 0:00,David,"Charlie, Alice",Cancelled,311873,165471,Client A
P1351,App Development,6/28/2024 0:00,3/31/2023 0:00,Alice,"Eve, David, Alice",Completed,953869,757181,Client C
P1352,Data Warehouse,8/18/2024 0:00,6/28/2022 0:00,Bob,Charlie,Active,963565,364268,Client E
P1353,App Development,6/25/2022 0:00,4/21/2023 0:00,Frank,"Charlie, David, Bob",Completed,995955,132169,Client E
P1356,Data Warehouse,5/22/2023 0:00,9/23/2023 0:00,Alice,Eve,Active,741799,636773,Client B
P1360,Data Warehouse,5/20/2024 0:00,1/10/2024 0:00,Charlie,Charlie,Cancelled,156962,505736,Client C
P1361,AI Software,5/5/2024 0:00,9/19/2022 0:00,Alice,Alice,Cancelled,911235,396457,Client B
P1362,App Development,11/20/2023 0:00,10/28/2022 0:00,David,"Frank, David",Completed,760117,356351,Client C
P1368,Cloud Migration,3/24/2024 0:00,10/6/2023 0:00,Alice,Alice,Active,117634,667703,Client B
P1369,Data Warehouse,10/17/2022 0:00,8/22/2022 0:00,David,David,Cancelled,562054,686968,Client A
P1374,IoT Automation,5/17/2023 0:00,7/30/2022 0:00,Bob,Bob,Active,531642,479830,Client C
P1384,AI Software,8/22/2024 0:00,3/27/2022 0:00,Eve,"Alice, Bob, Charlie",Active,123839,597760,Client C
P1388,Data Warehouse,7/17/2022 0:00,4/11/2022 0:00,Alice,Bob,Cancelled,312511,847178,Client A
P1389,Cloud Migration,12/10/2023 0:00,2/1/2024 0:00,Eve,Eve,Completed,193519,185359,Client E
P1397,Data Warehouse,3/11/2024 0:00,9/13/2022 0:00,Bob,Bob,Completed,182412,664051,Client D
P1398,IoT Automation,3/8/2023 0:00,1/4/2023 0:00,Frank,"Eve, Alice, Charlie",Active,100487,865525,Client B
P1399,Cloud Migration,8/7/2024 0:00,3/30/2023 0:00,Charlie,"Eve, Frank",Completed,329502,306307,Client A
P1403,App Development,11/3/2022 0:00,7/24/2022 0:00,Charlie,"Charlie, Bob",Cancelled,701290,117201,Client B
P1405,App Development,4/15/2023 0:00,3/9/2022 0:00,Alice,Alice,Active,328855,107260,Client E
P1407,Data Warehouse,3/8/2022 0:00,5/4/2024 0:00,Alice,"Frank, Alice",Cancelled,422015,423053,Client E
P1408,Blockchain Integration,4/19/2022 0:00,10/3/2023 0:00,Frank,David,Active,151573,866615,Client E
P1413,Data Warehouse,1/1/2024 0:00,3/26/2022 0:00,David,"Alice, Bob, David",Active,957170,396834,Client C
P1415,Cloud Migration,4/19/2024 0:00,3/1/2024 0:00,Alice,Alice,Cancelled,155469,544249,Client D
P1416,AI Software,8/25/2022 0:00,8/10/2022 0:00,Alice,Alice,Completed,314843,632355,Client E
P1417,Blockchain Integration,6/4/2024 0:00,3/8/2024 0:00,Bob,Bob,Cancelled,972415,895324,Client A
P1419,IoT Automation,1/3/2023 0:00,7/13/2023 0:00,Frank,"Bob, Charlie, Frank",Cancelled,248660,279009,Client D
P1422,Cloud Migration,8/17/2023 0:00,8/6/2023 0:00,Charlie,David,Cancelled,295714,321974,Client C
P1431,Cloud Migration,10/2/2023 0:00,12/3/2022 0:00,Charlie,"Bob, Alice, Frank",Completed,672653,85112,Client B
P1432,Data Warehouse,7/30/2024 0:00,3/10/2024 0:00,Eve,"David, Alice, Eve",Cancelled,970053,254370,Client C
P1435,IoT Automation,5/9/2022 0:00,5/2/2023 0:00,Bob,Bob,Active,546714,163017,Client B
P1437,App Development,6/6/2024 0:00,4/10/2024 0:00,Eve,"David, Alice",Active,665559,522658,Client A
P1440,Data Warehouse,10/30/2023 0:00,4/12/2022 0:00,Eve,"Charlie, Frank, Bob",Active,433910,739997,Client C
P1442,IoT Automation,4/21/2024 0:00,3/24/2024 0:00,Frank,"Frank, Alice",Active,886716,84256,Client E
P1443,Blockchain Integration,4/19/2023 0:00,6/10/2022 0:00,David,"David, Charlie, Frank",Completed,874672,732754,Client D
P1445,AI Software,4/28/2023 0:00,3/9/2024 0:00,Alice,"David, Bob",Completed,717203,646724,Client B
P1449,App Development,6/19/2022 0:00,12/28/2022 0:00,David,"Charlie, Frank, Eve",Completed,834120,728044,Client E
P1451,IoT Automation,9/7/2022 0:00,9/29/2022 0:00,Eve,Eve,Active,620580,349941,Client A
P1456,Data Warehouse,10/15/2022 0:00,5/16/2022 0:00,Alice,Alice,Completed,494387,882505,Client B
P1459,AI Software,4/25/2023 0:00,2/7/2024 0:00,Eve,Eve,Active,759737,636242,Client D
P1460,Blockchain Integration,9/28/2023 0:00,10/13/2022 0:00,Eve,Eve,Active,806617,343948,Client E
P1462,AI Software,2/28/2024 0:00,9/13/2023 0:00,David,Eve,Completed,791593,838116,Client E
P1463,Data Warehouse,2/10/2024 0:00,5/16/2023 0:00,Frank,Frank,Completed,915044,840512,Client E
P1465,AI Software,11/1/2023 0:00,6/22/2022 0:00,Bob,Eve,Completed,820106,189960,Client A
P1466,AI Software,5/15/2024 0:00,5/25/2024 0:00,Charlie,Alice,Active,697092,210765,Client A
P1471,Cloud Migration,10/9/2022 0:00,4/5/2023 0:00,Frank,Frank,Completed,517260,275995,Client C
P1474,IoT Automation,9/18/2024 0:00,5/8/2023 0:00,Bob,Bob,Cancelled,660211,478124,Client B
P1476,App Development,12/14/2022 0:00,3/3/2023 0:00,Frank,Frank,Completed,753721,178823,Client D
P1477,Cloud Migration,8/18/2023 0:00,5/15/2024 0:00,Alice,"Eve, Alice",Cancelled,402833,498555,Client A
P1478,App Development,1/30/2023 0:00,4/18/2024 0:00,Alice,David,Completed,116951,432940,Client E
P1479,IoT Automation,8/28/2022 0:00,10/11/2022 0:00,Frank,"Alice, Frank, Bob",Cancelled,233037,61226,Client D
P1480,IoT Automation,3/7/2022 0:00,6/29/2022 0:00,Charlie,"Frank, Eve, David",Completed,139623,497603,Client E
P1481,Blockchain Integration,4/30/2022 0:00,8/16/2023 0:00,Charlie,Charlie,Cancelled,937167,551626,Client D
P1484,AI Software,2/17/2024 0:00,3/30/2024 0:00,Charlie,Charlie,Cancelled,982653,834746,Client D
P1486,App Development,8/13/2024 0:00,3/23/2024 0:00,Eve,Frank,Active,824992,438177,Client C
P1487,Cloud Migration,7/9/2024 0:00,6/27/2022 0:00,David,"David, Charlie, Alice",Active,406045,132042,Client E
P1491,Data Warehouse,2/16/2023 0:00,5/23/2024 0:00,Alice,Alice,Completed,760095,561323,Client A
P1494,Cloud Migration,5/11/2022 0:00,5/23/2023 0:00,Bob,Eve,Active,756477,880895,Client D
P1496,Data Warehouse,2/13/2024 0:00,3/8/2024 0:00,David,David,Completed,887663,530722,Client C
P1502,Data Warehouse,4/17/2023 0:00,2/14/2023 0:00,David,"Eve, Bob, Charlie",Cancelled,665465,220964,Client D
P1504,Cloud Migration,9/9/2022 0:00,2/27/2024 0:00,Eve,"Alice, Frank, Charlie",Completed,745485,356891,Client B
P1508,Cloud Migration,5/30/2024 0:00,11/26/2023 0:00,Frank,Eve,Completed,583819,321521,Client A
P1509,AI Software,5/24/2023 0:00,3/9/2022 0:00,Frank,"Frank, David, Eve",Active,658049,623009,Client A
P1512,IoT Automation,7/8/2022 0:00,9/12/2022 0:00,Alice,"Alice, Eve",Completed,557666,774549,Client E
P1513,IoT Automation,3/27/2022 0:00,12/23/2023 0:00,Charlie,Charlie,Active,853443,323101,Client E
P1514,App Development,10/2/2022 0:00,7/9/2023 0:00,Bob,"Charlie, Bob",Active,977705,702527,Client D
P1515,AI Software,3/11/2023 0:00,8/20/2023 0:00,Alice,Frank,Active,435666,679900,Client E
P1516,AI Software,11/29/2023 0:00,10/26/2023 0:00,Bob,"Bob, David, Charlie",Cancelled,305681,241760,Client A
P1519,Blockchain Integration,8/21/2022 0:00,2/3/2023 0:00,Bob,"Bob, Frank",Cancelled,433713,612899,Client D
P1520,App Development,12/2/2022 0:00,12/10/2023 0:00,David,"Eve, Alice",Active,100686,512113,Client E
P1521,Blockchain Integration,7/5/2022 0:00,3/3/2023 0:00,Bob,Bob,Cancelled,295283,760555,Client A
